Dex Number,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Weight,Height,Primary Type,Secondary Type,Abilities,Formats
272,Ludicolo,80,70,70,90,100,70,55,1.5,Water,Grass,"Swift Swim, Rain Dish, Own Tempo",PU
273,Seedot,40,40,50,30,30,30,4,0.5,Grass,NA,"Chlorophyll, Early Bird, Pickpocket",LC
274,Nuzleaf,70,70,40,60,40,60,28,1,Grass,Dark,"Chlorophyll, Early Bird, Pickpocket",NFE
275,Shiftry,90,100,60,90,60,80,59.6,1.3,Grass,Dark,"Chlorophyll, Wind Rider, Pickpocket",RU
276,Taillow,40,55,30,30,30,85,2.3,0.3,Normal,Flying,"Guts, Scrappy",National Dex
277,Swellow,60,85,60,75,50,125,19.8,0.7,Normal,Flying,"Guts, Scrappy",National Dex
278,Wingull,40,30,30,55,30,85,9.5,0.6,Water,Flying,"Keen Eye, Hydration, Rain Dish",LC
279,Pelipper,60,50,100,95,70,65,28,1.2,Water,Flying,"Keen Eye, Drizzle, Rain Dish",UU
28,Sandslash,75,100,110,45,55,65,29.5,1,Ground,NA,"Sand Veil, Sand Rush",NU
28,Sandslash-Alola,75,100,120,25,65,65,55,1.2,Ice,Steel,"Snow Cloak, Slush Rush",NU
280,Ralts,28,25,25,45,35,40,6.6,0.4,Psychic,Fairy,"Synchronize, Trace, Telepathy",LC
281,Kirlia,38,35,35,65,55,50,20.2,0.8,Psychic,Fairy,"Synchronize, Trace, Telepathy",NFE
282,Gardevoir,68,65,65,125,115,80,48.4,1.6,Psychic,Fairy,"Synchronize, Trace, Telepathy",RU
283,Surskit,40,30,32,50,52,65,1.7,0.5,Bug,Water,"Swift Swim, Rain Dish",LC
284,Masquerain,70,60,62,100,82,80,3.6,0.8,Bug,Flying,"Intimidate, Unnerve",PU
285,Shroomish,60,40,60,40,60,35,4.5,0.4,Grass,NA,"Effect Spore, Poison Heal, Quick Feet",LC
286,Breloom,60,130,80,60,60,70,39.2,1.2,Grass,Fighting,"Effect Spore, Poison Heal, Technician",UU
287,Slakoth,60,60,60,35,35,30,24,0.8,Normal,NA,Truant,LC
288,Vigoroth,80,80,80,55,55,90,46.5,1.4,Normal,NA,Vital Spirit,NFE
289,Slaking,150,160,100,95,65,100,130.5,2,Normal,NA,Truant,Untiered
29,Nidoran-F,55,47,52,40,40,41,7,0.4,Poison,NA,"Poison Point, Rivalry, Hustle",National Dex
290,Nincada,31,45,90,30,30,40,5.5,0.5,Bug,Ground,"Compound Eyes, Run Away",National Dex
291,Ninjask,61,90,45,50,50,160,12,0.8,Bug,Flying,"Speed Boost, Infiltrator",National Dex
292,Shedinja,1,90,45,30,30,40,1.2,0.8,Bug,Ghost,Wonder Guard,National Dex
293,Whismur,64,51,23,51,23,28,16.3,0.6,Normal,NA,"Soundproof, Rattled",National Dex
294,Loudred,84,71,43,71,43,48,40.5,1,Normal,NA,"Soundproof, Scrappy",National Dex
295,Exploud,104,91,63,91,73,68,84,1.5,Normal,NA,"Soundproof, Scrappy",National Dex
296,Makuhita,72,60,30,20,30,25,86.4,1,Fighting,NA,"Thick Fat, Guts, Sheer Force",LC
297,Hariyama,144,120,60,40,60,50,253.8,2.3,Fighting,NA,"Thick Fat, Guts, Sheer Force",NU
298,Azurill,50,20,40,20,40,20,2,0.2,Normal,Fairy,"Thick Fat, Huge Power, Sap Sipper",LC
299,Nosepass,30,45,135,45,90,30,97,1,Rock,NA,"Sturdy, Magnet Pull, Sand Force",LC
3,Venusaur,80,82,83,100,100,80,100,2,Grass,Poison,"Overgrow, Chlorophyll",National Dex
30,Nidorina,70,62,67,55,55,56,20,0.8,Poison,NA,"Poison Point, Rivalry, Hustle",National Dex
300,Skitty,50,45,45,35,35,50,11,0.6,Normal,NA,"Cute Charm, Normalize, Wonder Skin",National Dex
301,Delcatty,70,65,65,55,55,90,32.6,1.1,Normal,NA,"Cute Charm, Normalize, Wonder Skin",National Dex
302,Sableye,50,75,75,65,65,50,11,0.5,Dark,Ghost,"Keen Eye, Stall, Prankster",PU
303,Mawile,50,85,85,55,55,50,11.5,0.6,Steel,Fairy,"Hyper Cutter, Intimidate, Sheer Force",National Dex
304,Aron,50,70,100,40,40,30,60,0.4,Steel,Rock,"Sturdy, Rock Head, Heavy Metal",National Dex
305,Lairon,60,90,140,50,50,40,120,0.9,Steel,Rock,"Sturdy, Rock Head, Heavy Metal",National Dex
306,Aggron,70,110,180,60,60,50,360,2.1,Steel,Rock,"Sturdy, Rock Head, Heavy Metal",National Dex
307,Meditite,30,40,55,40,55,60,11.2,0.6,Fighting,Psychic,"Pure Power, Telepathy",NFE
308,Medicham,60,60,75,60,75,80,31.5,1.3,Fighting,Psychic,"Pure Power, Telepathy",PU
309,Electrike,40,45,40,65,40,65,15.2,0.6,Electric,NA,"Static, Lightning Rod, Minus",National Dex
31,Nidoqueen,90,92,87,75,85,76,60,1.3,Poison,Ground,"Poison Point, Rivalry, Sheer Force",National Dex
310,Manectric,70,75,60,105,60,105,40.2,1.5,Electric,NA,"Static, Lightning Rod, Minus",National Dex
311,Plusle,60,50,40,85,75,95,4.2,0.4,Electric,NA,"Plus, Lightning Rod",National Dex
312,Minun,60,40,50,75,85,95,4.2,0.4,Electric,NA,"Minus, Volt Absorb",National Dex
313,Volbeat,65,73,75,47,85,85,17.7,0.7,Bug,NA,"Illuminate, Swarm, Prankster",PU
314,Illumise,65,47,75,73,85,85,17.7,0.6,Bug,NA,"Oblivious, Tinted Lens, Prankster",Untiered
315,Roselia,50,60,45,100,80,65,2,0.3,Grass,Poison,"Natural Cure, Poison Point, Leaf Guard",National Dex
316,Gulpin,70,43,53,43,53,40,10.3,0.4,Poison,NA,"Liquid Ooze, Sticky Hold, Gluttony",LC
317,Swalot,100,73,83,73,83,55,80,1.7,Poison,NA,"Liquid Ooze, Sticky Hold, Gluttony",Untiered
318,Carvanha,45,90,20,65,20,65,20.8,0.8,Water,Dark,"Rough Skin, Speed Boost",National Dex
319,Sharpedo,70,120,40,95,40,95,88.8,1.8,Water,Dark,"Rough Skin, Speed Boost",National Dex
32,Nidoran-M,46,57,40,40,40,50,9,0.5,Poison,NA,"Poison Point, Rivalry, Hustle",National Dex
320,Wailmer,130,70,35,70,35,60,130,2,Water,NA,"Water Veil, Oblivious, Pressure",National Dex
321,Wailord,170,90,45,90,45,60,398,14.5,Water,NA,"Water Veil, Oblivious, Pressure",National Dex
322,Numel,60,60,40,65,45,35,24,0.7,Fire,Ground,"Oblivious, Simple, Own Tempo",LC
323,Camerupt,70,100,70,105,75,40,220,1.9,Fire,Ground,"Magma Armor, Solid Rock, Anger Point",Untiered
324,Torkoal,70,85,140,85,70,20,80.4,0.5,Fire,NA,"White Smoke, Drought, Shell Armor",UU
325,Spoink,60,25,35,70,80,60,30.6,0.7,Psychic,NA,"Thick Fat, Own Tempo, Gluttony",LC
326,Grumpig,80,45,65,90,110,80,71.5,0.9,Psychic,NA,"Thick Fat, Own Tempo, Gluttony",Untiered
327,Spinda,60,60,60,60,60,60,5,1.1,Normal,NA,"Own Tempo, Tangled Feet, Contrary",National Dex
328,Trapinch,45,100,45,45,45,10,15,0.7,Ground,NA,"Hyper Cutter, Arena Trap, Sheer Force",National Dex
329,Vibrava,50,70,50,50,50,70,15.3,1.1,Ground,Dragon,Levitate,National Dex
33,Nidorino,61,72,57,55,55,65,19.5,0.9,Poison,NA,"Poison Point, Rivalry, Hustle",National Dex
330,Flygon,80,100,80,80,80,100,82,2,Ground,Dragon,Levitate,National Dex
331,Cacnea,50,85,40,85,40,35,51.3,0.4,Grass,NA,"Sand Veil, Water Absorb",LC
332,Cacturne,70,115,60,115,60,55,77.4,1.3,Grass,Dark,"Sand Veil, Water Absorb",Untiered
333,Swablu,45,40,60,40,75,50,1.2,0.4,Normal,Flying,"Natural Cure, Cloud Nine",LC
334,Altaria,75,70,90,70,105,80,20.6,1.1,Dragon,Flying,"Natural Cure, Cloud Nine",NU
335,Zangoose,73,115,60,60,60,90,40.3,1.3,Normal,NA,"Immunity, Toxic Boost",Untiered
336,Seviper,73,100,60,100,60,65,52.5,2.7,Poison,NA,"Shed Skin, Infiltrator",Untiered
337,Lunatone,90,55,65,95,85,70,168,1,Rock,Psychic,Levitate,National Dex
338,Solrock,90,95,85,55,65,70,154,1.2,Rock,Psychic,Levitate,National Dex
339,Barboach,50,48,43,46,41,60,1.9,0.4,Water,Ground,"Oblivious, Anticipation, Hydration",LC
34,Nidoking,81,102,77,85,75,85,62,1.4,Poison,Ground,"Poison Point, Rivalry, Sheer Force",National Dex
340,Whiscash,110,78,73,76,71,60,23.6,0.9,Water,Ground,"Oblivious, Anticipation, Hydration",PU
341,Corphish,43,80,65,50,35,35,11.5,0.6,Water,NA,"Hyper Cutter, Shell Armor, Adaptability",LC
342,Crawdaunt,63,120,85,90,55,55,32.8,1.1,Water,Dark,"Hyper Cutter, Shell Armor, Adaptability",UU
343,Baltoy,40,40,55,40,70,55,21.5,0.5,Ground,Psychic,Levitate,National Dex
344,Claydol,60,70,105,70,120,75,108,1.5,Ground,Psychic,Levitate,National Dex
345,Lileep,66,41,77,61,87,23,23.8,1,Rock,Grass,"Suction Cups, Storm Drain",National Dex
346,Cradily,86,81,97,81,107,43,60.4,1.5,Rock,Grass,"Suction Cups, Storm Drain",National Dex
347,Anorith,45,95,50,40,50,75,12.5,0.7,Rock,Bug,"Battle Armor, Swift Swim",National Dex
348,Armaldo,75,125,100,70,80,45,68.2,1.5,Rock,Bug,"Battle Armor, Swift Swim",National Dex
349,Feebas,20,15,20,10,55,80,7.4,0.6,Water,NA,"Swift Swim, Oblivious, Adaptability",LC
35,Clefairy,70,45,48,60,65,35,7.5,0.6,Fairy,NA,"Cute Charm, Magic Guard, Friend Guard",NFE
350,Milotic,95,60,79,100,125,81,162,6.2,Water,NA,"Marvel Scale, Competitive, Cute Charm",RU
351,Castform,70,70,70,70,70,70,0.8,0.3,Normal,NA,Forecast,National Dex
352,Kecleon,60,90,70,60,120,40,22,1,Normal,NA,"Color Change, Protean",National Dex
353,Shuppet,44,75,35,63,33,45,2.3,0.6,Ghost,NA,"Insomnia, Frisk, Cursed Body",LC
354,Banette,64,115,65,83,63,65,12.5,1.1,Ghost,NA,"Insomnia, Frisk, Cursed Body",Untiered
355,Duskull,20,40,90,30,90,25,15,0.8,Ghost,NA,"Levitate, Frisk",LC
356,Dusclops,40,70,130,60,130,25,30.6,1.6,Ghost,NA,"Pressure, Frisk",NFE
357,Tropius,99,68,83,72,87,51,100,2,Grass,Flying,"Chlorophyll, Solar Power, Harvest",Untiered
358,Chimecho,75,50,80,95,90,65,1,0.6,Psychic,NA,Levitate,Untiered
359,Absol,65,130,60,75,60,75,47,1.2,Dark,NA,"Pressure, Super Luck, Justified",National Dex
36,Clefable,95,70,73,95,90,60,40,1.3,Fairy,NA,"Cute Charm, Magic Guard, Unaware",OU
360,Wynaut,95,23,48,23,48,23,14,0.6,Psychic,NA,"Shadow Tag, Telepathy",National Dex
361,Snorunt,50,50,50,50,50,50,16.8,0.7,Ice,NA,"Inner Focus, Ice Body, Moody",LC
362,Glalie,80,80,80,80,80,80,256.5,1.5,Ice,NA,"Inner Focus, Ice Body, Moody",Untiered
363,Spheal,70,40,50,55,50,25,39.5,0.8,Ice,Water,"Thick Fat, Ice Body, Oblivious",National Dex
364,Sealeo,90,60,70,75,70,45,87.6,1.1,Ice,Water,"Thick Fat, Ice Body, Oblivious",National Dex
365,Walrein,110,80,90,95,90,65,150.6,1.4,Ice,Water,"Thick Fat, Ice Body, Oblivious",National Dex
366,Clamperl,35,64,85,74,55,32,52.5,0.4,Water,NA,"Shell Armor, Rattled",National Dex
367,Huntail,55,104,105,94,75,52,27,1.7,Water,NA,"Swift Swim, Water Veil",National Dex
368,Gorebyss,55,84,105,114,75,52,22.6,1.8,Water,NA,"Swift Swim, Hydration",National Dex
369,Relicanth,100,90,130,45,65,55,23.4,1,Water,Rock,"Swift Swim, Rock Head, Sturdy",National Dex
37,Vulpix,38,41,40,50,65,65,9.9,0.6,Fire,NA,"Flash Fire, Drought",NUBL
37,Vulpix-Alola,38,41,40,50,65,65,9.9,0.6,Ice,NA,"Snow Cloak, Snow Warning",NFE
370,Luvdisc,43,30,55,40,65,97,8.7,0.6,Water,NA,"Swift Swim, Hydration",Untiered
371,Bagon,45,75,60,40,30,50,42.1,0.6,Dragon,NA,"Rock Head, Sheer Force",LC
372,Shelgon,65,95,100,60,50,50,110.5,1.1,Dragon,NA,"Rock Head, Overcoat",NFE
373,Salamence,95,135,80,110,80,100,102.6,1.5,Dragon,Flying,"Intimidate, Moxie",UU
374,Beldum,40,55,80,35,60,30,95.2,0.6,Steel,Psychic,"Clear Body, Light Metal",National Dex
375,Metang,60,75,100,55,80,50,202.5,1.2,Steel,Psychic,"Clear Body, Light Metal",National Dex
376,Metagross,80,135,130,95,90,70,550,1.6,Steel,Psychic,"Clear Body, Light Metal",National Dex
377,Regirock,80,100,200,50,100,50,230,1.7,Rock,NA,"Clear Body, Sturdy",National Dex
378,Regice,80,50,100,100,200,50,175,1.8,Ice,NA,"Clear Body, Ice Body",National Dex
379,Registeel,80,75,150,75,150,50,205,1.9,Steel,NA,"Clear Body, Light Metal",National Dex
38,Ninetales,73,76,75,81,100,100,19.9,1.1,Fire,NA,"Flash Fire, Drought",RU
38,Ninetales-Alola,73,67,75,81,100,109,19.9,1.1,Ice,Fairy,"Snow Cloak, Snow Warning",OU
380,Latias,80,80,90,110,130,110,40,1.4,Dragon,Psychic,Levitate,National Dex
381,Latios,80,90,80,130,110,110,60,2,Dragon,Psychic,Levitate,National Dex
382,Kyogre,100,100,90,150,140,90,352,4.5,Water,NA,Drizzle,Uber
383,Groudon,100,150,140,100,90,90,950,3.5,Ground,NA,Drought,Uber
384,Rayquaza,105,150,90,150,90,95,206.5,7,Dragon,Flying,Air Lock,Uber
385,Jirachi,100,100,100,100,100,100,1.1,0.3,Steel,Psychic,Serene Grace,UU
386,Deoxys,50,150,50,150,50,150,60.8,1.7,Psychic,NA,Pressure,National Dex
386,Deoxys-Attack,50,180,20,180,20,150,60.8,1.7,Psychic,NA,Pressure,National Dex
386,Deoxys-Defense,50,70,160,70,160,90,60.8,1.7,Psychic,NA,Pressure,National Dex
386,Deoxys-Speed,50,95,90,95,90,180,60.8,1.7,Psychic,NA,Pressure,National Dex
387,Turtwig,55,68,64,45,55,31,10.2,0.4,Grass,NA,"Overgrow, Shell Armor",LC
388,Grotle,75,89,85,55,65,36,97,1.1,Grass,NA,"Overgrow, Shell Armor",NFE
389,Torterra,95,109,105,75,85,56,310,2.2,Grass,Ground,"Overgrow, Shell Armor",RU
39,Jigglypuff,115,45,20,45,25,20,5.5,0.5,Normal,Fairy,"Cute Charm, Competitive, Friend Guard",NFE
390,Chimchar,44,58,44,58,44,61,6.2,0.5,Fire,NA,"Blaze, Iron Fist",LC
391,Monferno,64,78,52,78,52,81,22,0.9,Fire,Fighting,"Blaze, Iron Fist",NFE
392,Infernape,76,104,71,104,71,108,55,1.2,Fire,Fighting,"Blaze, Iron Fist",UU
393,Piplup,53,51,53,61,56,40,5.2,0.4,Water,NA,"Torrent, Competitive",LC
394,Prinplup,64,66,68,81,76,50,23,0.8,Water,NA,"Torrent, Competitive",NFE
395,Empoleon,84,86,88,111,101,60,84.5,1.7,Water,Steel,"Torrent, Competitive",UU
396,Starly,40,55,30,30,30,60,2,0.3,Normal,Flying,"Keen Eye, Reckless",LC
397,Staravia,55,75,50,40,40,80,15.5,0.6,Normal,Flying,"Intimidate, Reckless",NFE
398,Staraptor,85,120,70,50,60,100,24.9,1.2,Normal,Flying,"Intimidate, Reckless",RU
399,Bidoof,59,45,40,35,40,31,20,0.5,Normal,NA,"Simple, Unaware, Moody",National Dex
4,Charmander,39,52,43,60,50,65,8.5,0.6,Fire,NA,"Blaze, Solar Power",LC
40,Wigglytuff,140,70,45,85,50,45,12,1,Normal,Fairy,"Cute Charm, Competitive, Frisk",Untiered
400,Bibarel,79,85,60,55,60,71,31.5,1,Normal,Water,"Simple, Unaware, Moody",National Dex
401,Kricketot,37,25,41,25,41,25,2.2,0.3,Bug,NA,"Shed Skin, Run Away",LC
402,Kricketune,77,85,51,55,51,65,25.5,1,Bug,NA,"Swarm, Technician",Untiered
403,Shinx,45,65,34,40,34,45,9.5,0.5,Electric,NA,"Rivalry, Intimidate, Guts",LC
404,Luxio,60,85,49,60,49,60,30.5,0.9,Electric,NA,"Rivalry, Intimidate, Guts",NFE
405,Luxray,80,120,79,95,79,70,42,1.4,Electric,NA,"Rivalry, Intimidate, Guts",Untiered
406,Budew,40,30,35,50,70,55,1.2,0.2,Grass,Poison,"Natural Cure, Poison Point, Leaf Guard",National Dex
407,Roserade,60,70,65,125,105,90,14.5,0.9,Grass,Poison,"Natural Cure, Poison Point, Technician",National Dex
408,Cranidos,67,125,40,30,30,58,31.5,0.9,Rock,NA,"Mold Breaker, Sheer Force",National Dex
409,Rampardos,97,165,60,65,50,58,102.5,1.6,Rock,NA,"Mold Breaker, Sheer Force",National Dex
41,Zubat,40,45,35,30,40,55,7.5,0.8,Poison,Flying,"Inner Focus, Infiltrator",National Dex
410,Shieldon,30,42,118,42,88,30,57,0.5,Rock,Steel,"Sturdy, Soundproof",National Dex
411,Bastiodon,60,52,168,47,138,30,149.5,1.3,Rock,Steel,"Sturdy, Soundproof",National Dex
412,Burmy,40,29,45,29,45,36,3.4,0.2,Bug,NA,"Shed Skin, Overcoat",National Dex
413,Wormadam,60,59,85,79,105,36,6.5,0.5,Bug,Grass,"Anticipation, Overcoat",National Dex
413,Wormadam-Sandy,60,79,105,59,85,36,6.5,0.5,Bug,Ground,"Anticipation, Overcoat",National Dex
413,Wormadam-Trash,60,69,95,69,95,36,6.5,0.5,Bug,Steel,"Anticipation, Overcoat",National Dex
414,Mothim,70,94,50,94,50,66,23.3,0.9,Bug,Flying,"Swarm, Tinted Lens",National Dex
415,Combee,30,30,42,30,42,70,5.5,0.3,Bug,Flying,"Honey Gather, Hustle",LC
416,Vespiquen,70,80,102,80,102,40,38.5,1.2,Bug,Flying,"Pressure, Unnerve",Untiered
417,Pachirisu,60,45,70,45,90,95,3.9,0.4,Electric,NA,"Run Away, Pickup, Volt Absorb",Untiered
418,Buizel,55,65,35,60,30,85,29.5,0.7,Water,NA,"Swift Swim, Water Veil",LC
419,Floatzel,85,105,55,85,50,115,33.5,1.1,Water,NA,"Swift Swim, Water Veil",NU
42,Golbat,75,80,70,65,75,90,55,1.6,Poison,Flying,"Inner Focus, Infiltrator",National Dex
420,Cherubi,45,35,45,62,53,35,3.3,0.4,Grass,NA,Chlorophyll,National Dex
421,Cherrim,70,60,70,87,78,85,9.3,0.5,Grass,NA,Flower Gift,National Dex
422,Shellos,76,48,48,57,62,34,6.3,0.3,Water,NA,"Sticky Hold, Storm Drain, Sand Force",LC
423,Gastrodon,111,83,68,92,82,39,29.9,0.9,Water,Ground,"Sticky Hold, Storm Drain, Sand Force",UU
424,Ambipom,75,100,66,60,66,115,20.3,1.2,Normal,NA,"Technician, Pickup, Skill Link",RU
425,Drifloon,90,50,34,60,44,70,1.2,0.4,Ghost,Flying,"Aftermath, Unburden, Flare Boost",LC
426,Drifblim,150,80,44,90,54,80,15,1.2,Ghost,Flying,"Aftermath, Unburden, Flare Boost",NU
427,Buneary,55,66,44,44,56,85,5.5,0.4,Normal,NA,"Run Away, Klutz, Limber",National Dex
428,Lopunny,65,76,84,54,96,105,33.3,1.2,Normal,NA,"Cute Charm, Klutz, Limber",National Dex
429,Mismagius,60,60,60,105,105,105,4.4,0.9,Ghost,NA,Levitate,NU
43,Oddish,45,50,55,75,65,30,5.4,0.5,Grass,Poison,"Chlorophyll, Run Away",National Dex
430,Honchkrow,100,125,52,105,52,71,27.3,0.9,Dark,Flying,"Insomnia, Super Luck, Moxie",PU
431,Glameow,49,55,42,42,37,85,3.9,0.5,Normal,NA,"Limber, Own Tempo, Keen Eye",National Dex
432,Purugly,71,82,64,64,59,112,43.8,1,Normal,NA,"Thick Fat, Own Tempo, Defiant",National Dex
433,Chingling,45,30,50,65,50,45,0.6,0.2,Psychic,NA,Levitate,LC
434,Stunky,63,63,47,41,41,74,19.2,0.4,Poison,Dark,"Stench, Aftermath, Keen Eye",LC
435,Skuntank,103,93,67,71,61,84,38,1,Poison,Dark,"Stench, Aftermath, Keen Eye",PU
436,Bronzor,57,24,86,24,86,23,60.5,0.5,Steel,Psychic,"Levitate, Heatproof, Heavy Metal",LC
437,Bronzong,67,89,116,79,116,33,187,1.3,Steel,Psychic,"Levitate, Heatproof, Heavy Metal",NU
438,Bonsly,50,80,95,10,45,10,15,0.5,Rock,NA,"Sturdy, Rock Head, Rattled",LC
439,Mime Jr.,20,25,45,70,90,60,13,0.6,Psychic,Fairy,"Soundproof, Filter, Technician",National Dex
44,Gloom,60,65,70,85,75,40,8.6,0.8,Grass,Poison,"Chlorophyll, Stench",National Dex
440,Happiny,100,5,5,15,65,30,24.4,0.6,Normal,NA,"Natural Cure, Serene Grace, Friend Guard",LC
441,Chatot,76,65,45,92,42,91,1.9,0.5,Normal,Flying,"Keen Eye, Tangled Feet, Big Pecks",National Dex
442,Spiritomb,50,92,108,92,108,35,108,1,Ghost,Dark,"Pressure, Infiltrator",PU
443,Gible,58,70,45,40,45,42,20.5,0.7,Dragon,Ground,"Sand Veil, Rough Skin",LC
444,Gabite,68,90,65,50,55,82,56,1.4,Dragon,Ground,"Sand Veil, Rough Skin",NFE
445,Garchomp,108,130,95,80,85,102,95,1.9,Dragon,Ground,"Sand Veil, Rough Skin",UUBL
446,Munchlax,135,85,40,40,85,5,105,0.6,Normal,NA,"Pickup, Thick Fat, Gluttony",LC
447,Riolu,40,70,40,35,40,60,20.2,0.7,Fighting,NA,"Steadfast, Inner Focus, Prankster",LC
448,Lucario,70,110,70,115,70,90,54,1.2,Fighting,Steel,"Steadfast, Inner Focus, Justified",RU
449,Hippopotas,68,72,78,38,42,32,49.5,0.8,Ground,NA,"Sand Stream, Sand Force",LC
45,Vileplume,75,80,85,110,90,50,18.6,1.2,Grass,Poison,"Chlorophyll, Effect Spore",National Dex
450,Hippowdon,108,112,118,68,72,47,300,2,Ground,NA,"Sand Stream, Sand Force",RU
451,Skorupi,40,50,90,30,55,65,12,0.8,Poison,Bug,"Battle Armor, Sniper, Keen Eye",National Dex
452,Drapion,70,90,110,60,75,95,61.5,1.3,Poison,Dark,"Battle Armor, Sniper, Keen Eye",National Dex
453,Croagunk,48,61,40,61,40,50,23,0.7,Poison,Fighting,"Anticipation, Dry Skin, Poison Touch",LC
454,Toxicroak,83,106,65,86,65,85,44.4,1.3,Poison,Fighting,"Anticipation, Dry Skin, Poison Touch",NU
455,Carnivine,74,100,72,90,72,46,27,1.4,Grass,NA,Levitate,National Dex
456,Finneon,49,49,56,49,61,66,7,0.4,Water,NA,"Swift Swim, Storm Drain, Water Veil",LC
457,Lumineon,69,69,76,69,86,91,24,1.2,Water,NA,"Swift Swim, Storm Drain, Water Veil",Untiered
458,Mantyke,45,20,50,60,120,50,65,1,Water,Flying,"Swift Swim, Water Absorb, Water Veil",National Dex
459,Snover,60,62,50,62,60,40,50.5,1,Grass,Ice,"Snow Warning, Soundproof",LC
46,Paras,35,70,55,45,55,25,5.4,0.3,Bug,Grass,"Effect Spore, Dry Skin, Damp",National Dex
460,Abomasnow,90,92,75,92,85,60,135.5,2.2,Grass,Ice,"Snow Warning, Soundproof",PU
461,Weavile,70,120,65,45,85,125,34,1.1,Dark,Ice,"Pressure, Pickpocket",UU
462,Magnezone,70,70,115,130,90,60,180,1.2,Electric,Steel,"Magnet Pull, Sturdy, Analytic",RU
463,Lickilicky,110,85,95,80,95,50,140,1.7,Normal,NA,"Own Tempo, Oblivious, Cloud Nine",National Dex
464,Rhyperior,115,140,130,55,55,40,282.8,2.4,Ground,Rock,"Lightning Rod, Solid Rock, Reckless",National Dex
465,Tangrowth,100,100,125,110,50,50,128.6,2,Grass,NA,"Chlorophyll, Leaf Guard, Regenerator",National Dex
466,Electivire,75,123,67,95,85,95,138.6,1.8,Electric,NA,"Motor Drive, Vital Spirit",National Dex
467,Magmortar,75,95,67,125,95,83,68,1.6,Fire,NA,"Flame Body, Vital Spirit",National Dex
468,Togekiss,85,50,95,120,115,80,38,1.5,Fairy,Flying,"Hustle, Serene Grace, Super Luck",National Dex
469,Yanmega,86,76,86,116,56,95,51.5,1.9,Bug,Flying,"Speed Boost, Tinted Lens, Frisk",RU
47,Parasect,60,95,80,60,80,30,29.5,1,Bug,Grass,"Effect Spore, Dry Skin, Damp",National Dex
470,Leafeon,65,110,130,60,65,95,25.5,1,Grass,NA,"Leaf Guard, Chlorophyll",Untiered
471,Glaceon,65,60,110,130,95,65,25.9,0.8,Ice,NA,"Snow Cloak, Ice Body",Untiered
472,Gliscor,75,95,125,45,75,95,42.5,2,Ground,Flying,"Hyper Cutter, Sand Veil, Poison Heal",Uber
473,Mamoswine,110,130,80,70,60,80,291,2.5,Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",UU
474,Porygon-Z,85,80,70,135,75,90,34,0.9,Normal,NA,"Adaptability, Download, Analytic",National Dex
475,Gallade,68,125,65,65,115,80,52,1.6,Psychic,Fighting,"Steadfast, Sharpness, Justified",RU
476,Probopass,60,55,145,75,150,40,340,1.4,Rock,Steel,"Sturdy, Magnet Pull, Sand Force",PU
477,Dusknoir,45,100,135,65,135,45,106.6,2.2,Ghost,NA,"Pressure, Frisk",Untiered
478,Froslass,70,80,70,80,70,110,26.6,1.3,Ice,Ghost,"Snow Cloak, Cursed Body",NU
479,Rotom,50,50,77,95,77,91,0.3,0.3,Electric,Ghost,Levitate,PU
479,Rotom-Fan,50,65,107,105,107,86,0.3,0.3,Electric,Flying,Levitate,Untiered
479,Rotom-Frost,50,65,107,105,107,86,0.3,0.3,Electric,Ice,Levitate,PU
479,Rotom-Heat,50,65,107,105,107,86,0.3,0.3,Electric,Fire,Levitate,RU
479,Rotom-Mow,50,65,107,105,107,86,0.3,0.3,Electric,Grass,Levitate,NU
479,Rotom-Wash,50,65,107,105,107,86,0.3,0.3,Electric,Water,Levitate,UU
48,Venonat,60,55,50,40,55,45,30,1,Bug,Poison,"Compound Eyes, Tinted Lens, Run Away",LC
480,Uxie,75,75,130,75,130,95,0.3,0.3,Psychic,NA,Levitate,NU
481,Mesprit,80,105,105,105,105,80,0.3,0.3,Psychic,NA,Levitate,NU
482,Azelf,75,125,70,125,70,115,0.3,0.3,Psychic,NA,Levitate,RU
483,Dialga,100,120,120,150,100,90,683,5.4,Steel,Dragon,"Pressure, Telepathy",Uber
483,Dialga-Origin,100,100,120,150,120,90,850,7,Steel,Dragon,"Pressure, Telepathy",Uber
484,Palkia,90,120,100,150,120,100,336,4.2,Water,Dragon,"Pressure, Telepathy",Uber
484,Palkia-Origin,90,100,100,150,120,120,660,6.3,Water,Dragon,"Pressure, Telepathy",Uber
485,Heatran,91,90,106,130,106,77,430,1.7,Fire,Steel,"Flash Fire, Flame Body",OU
486,Regigigas,110,160,110,80,110,100,420,3.7,Normal,NA,Slow Start,National Dex
487,Giratina,150,100,120,100,120,90,750,4.5,Ghost,Dragon,"Pressure, Telepathy",Uber
487,Giratina-Origin,150,120,100,120,100,90,650,6.9,Ghost,Dragon,Levitate,Uber
488,Cresselia,120,70,110,75,120,85,85.6,1.5,Psychic,NA,Levitate,UU
489,Phione,80,80,80,80,80,80,3.1,0.4,Water,NA,Hydration,Untiered
49,Venomoth,70,65,60,90,75,90,12.5,1.5,Bug,Poison,"Shield Dust, Tinted Lens, Wonder Skin",NUBL
490,Manaphy,100,100,100,100,100,100,1.4,0.3,Water,NA,Hydration,OU
